,name,number_reviews,rating,address,city,lat,long
595,Can Mano,1381,4.5,Carrer  del Baluard 12 Barcelona,Barcelona,41.3811461,2.1884306
596,Betlem Miscelánea Gastronómica,763,4.5,Girona 70  Barcelona,Barcelona,41.3949078,2.171228
597,Mi Gracia,419,4.5,Carrer  Encarnacio 52 Barcelona,Barcelona,41.4065606,2.1604143
598,Restaurante Can Pineda,262,4.5,Carrer  Sant Joan de Malta 55 Barcelona,Barcelona,41.409602,2.1914713
599,Hisop,775,4.0,Passatge Marimón 9 Barcelona,Barcelona,41.39457135,2.148174301741447
600,Núria,1603,3.5,Rambla de Canaletes 133 Barcelona,Barcelona,41.3853058,2.1700097
601,CrosMas,344,4.5,Casanova 158  Barcelona,Barcelona,41.38995745,2.153521302523857
602,El Club De La Hamburguesa,389,4.0,Valdonzella  3 Barcelona,Barcelona,41.3840191,2.1667804
603,Bodega La Puntual,919,4.0,Carrer Montcada 22 Barcelona,Barcelona,41.5191859,2.18357
604,Watatsumi,639,4.0,373 385 5a Planta Barcelona,Barcelona,,
605,Federal Cafe Parlament,1179,3.5,Carrer  Parlament 39 08015  Barcelona,Barcelona,41.3769276,2.1628669
606,Papadam,370,5.0,Ronda de Sant Pau 11 Barcelona,Barcelona,41.3752969,2.1674889
607,Red Ant Noodle Bar,435,4.0,Carrer  Tiradors 3 5 Barcelona,Barcelona,41.3879762,2.1809766
608,Calabrasa,334,4.5,Passeig del Born 27  Barcelona,Barcelona,41.3854186,2.1830762
609,Mextizo Barcelona,417,4.0,Carrer Diputacio 239 Barcelona,Barcelona,41.4399999,2.0118282
610,SiamoQuà,639,4.5,Rambla Del Poblenou 123  Barcelona,Barcelona,41.4038125,2.1974004
611,Bar Centro Burgers & Craft Beer,654,4.5,Carrer  Casp 55 Barcelona,Barcelona,41.3928759,2.1752247
612,Billy Brunch & Garden,243,5.0,Carrer de Muntaner 64 Barcelona,Barcelona,41.387139649999995,2.159323746973672
613,Bodega Monumental,1113,4.0,Creu Coberta 87 Barcelona,Barcelona,41.3751866,2.1421183
614,Estimar,356,4.0,Carrer de Sant Antoni dels Sombrerers 3 Barcelona,Barcelona,41.384149,2.1816649
615,La Tere Gastrobar,341,4.5,Carrer de Riego 25 Barcelona,Barcelona,41.37652355,2.1381742593306288
616,Maur,453,4.0,Carrer Comte D  Urgell 9 Barcelona,Barcelona,41.3296319,1.9331417
617,Veggie Garden 100% vegano,900,4.0,Carrrer Dels Angels 3  Barcelona,Barcelona,,
618,Restaurant Gaig,489,4.0,Carrer  Córcega 200 Barcelona,Barcelona,41.4781286,2.1309929
619,La Capricciosa,545,4.0,Carrer  Viladomat 265 Barcelona,Barcelona,41.386864,2.1474749945881424
620,Trópico,545,4.0,Carrer Marques de Barbera 24 Barcelona,Barcelona,41.517683,2.358729
621,Nakashita,591,4.0,Rec Comtal 15  Barcelona,Barcelona,41.3899184,2.1798326
622,Miguelitos,348,4.0,Carrer  Aribau 162  Barcelona,Barcelona,41.3927442,2.1539985
623,La Malandrina,1006,4.5,Carrer  Almirante Cervera Numero 5  Barcelona,Barcelona,,
624,Spoonik Club Plaza Lesseps,592,4.5,plaza lesseps 13  Barcelona,Barcelona,,
625,El Ramblero,324,4.5,Carrer  Pont Del Terball 13 Barcelona,Barcelona,,
626,Antúnez,378,4.5,Carrer de Neptu 18  Barcelona,Barcelona,41.3979417,2.1546769
627,La Taverna de Barcelona,699,4.0,Ronda de la Universitat 37 Barcelona,Barcelona,41.387328,2.1679739
628,Ristorante Pizzeria  Eden,627,4.5,Carrer de Provença 332  Barcelona,Barcelona,41.3972239,2.164949
629,Olivos Comida y Vinos,213,5.0,Carrer de Galileu 159 Barcelona,Barcelona,41.3792055,2.1345208
630,Costa Pacifico,308,4.5,Plaça Sant Agustí Vell 13  Barcelona,Barcelona,41.3880544,2.1806686
631,La Cachapera Bcn,208,4.5,Carrer Villaroel 57  Barcelona,Barcelona,41.7157918,2.6873912
632,Divinus,1301,3.5,Paseo de Gracia 28 Barcelona,Barcelona,41.387931,2.1693922
633,El Jardí de l'Abadessa,340,3.5,Abadessa Olzet 26 Barcelona,Barcelona,41.394321649999995,2.109976244717122
634,Farga Diagonal,491,3.5,Diagonal 391 Barcelona,Barcelona,41.38894843578947,2.13134906
635,Bambu Beach Bar,1216,4.5,Av  Litoral S N  Barcelona,Barcelona,,
636,Agüelo Taberna Barcelona,571,4.0,Carrer  d Avinyó 37 Barcelona,Barcelona,41.380305,2.1792164
637,Trobador Rambla Catalunya,944,3.5,Rambla Catalunya 2 Barcelona,Barcelona,41.3929414,2.1608972
638,Goiko - Passeig de Sant Joan 58,419,3.5,Passeig de Sant Joan 58  Barcelona,Barcelona,41.39648858117011,2.173883645781891
639,Mo Te Magno,422,4.5,Carrer  Provenca 16  Barcelona,Barcelona,41.5294834,2.0683511
640,Il Commendatore,316,3.5,Carrer  Comte d Urgell 247 Barcelona,Barcelona,41.3296319,1.9331417
641,Fratelli la Bufala,570,4.0,Pau Claris 72 Barcelona,Barcelona,41.3892294,2.171995
642,El Melic del Gotic,1145,4.0,Montsio 7  Barcelona,Barcelona,41.3858241,2.1739833
643,La Piazzenza,796,3.0,Avenida Gaudi 16 Barcelona,Barcelona,,
644,El Señorio del Perú,323,3.5,Carrer  Corsega 607 Barcelona,Barcelona,41.40854435,2.1749835574238583
645,My Fucking Restaurant,839,4.5,Carrer  Nou de la Rambla n35  Barcelona,Barcelona,41.3774294,2.1725826
646,aQistoi,921,4.5,Gerona 94  Barcelona,Barcelona,-36.5948376,-72.0701467
647,Angle Barcelona,650,4.5,Carrer  Arago 214 Barcelona,Barcelona,41.5239718,2.2380047
648,Can Vador,293,4.0,Carrer de la Diputacio 367  Barcelona,Barcelona,41.39590108450704,2.1742378521126757
649,La Cantina Mexicana,453,4.0,Carrer de Valencia 427  Barcelona,Barcelona,41.4021696,2.1757582
650,Fenicia,425,4.5,Psg Antoni 9 Barcelona,Barcelona,,
651,Restaurante Ipar-Txoko,206,4.0,Carrer  Mozart 22 Barcelona,Barcelona,41.4949416,2.1800639
652,Santa Clara Restaurante,256,4.0,Carrer  Jiménez e Iglesias 11 13  Barcelona,Barcelona,,
653,"La Tagliatella C.C. Diagonal Mar, Barcelona",688,3.5,CC Diagonal Mar   Avda  Diagonal 3 Barcelona,Barcelona,,
654,Nevermind Bar,281,4.5,Escudellers Blancs  3 Gotico Barcelona,Barcelona,41.3805473,2.1759868
655,Restaurante Sagues,222,4.0,Carrer de Sagues 25 Barcelona,Barcelona,41.3942373,2.144896
656,La Informal,348,4.0,Rambla del Raval 34 Barcelona,Barcelona,41.3787754,2.1696513
657,Suarna,713,4.0,Carrer  Llança nº1 Barcelona,Barcelona,41.6446804,2.1915256
658,La Bodegueta Provença,695,4.0,Carrer de Provença 233  Barcelona,Barcelona,41.3933645,2.159469
659,Casa Mari y Rufo,390,4.0,Carrer freixures 11  Barcelona,Barcelona,41.3858658,2.1781751
660,Restaurante Mexicano Chilam Balam,301,3.5,Carrer  Industria 156 Barcelona,Barcelona,41.6933961,2.4486475
661,Nomm,337,4.5,Av del Paral lel 130  Barcelona,Barcelona,41.37525378055555,2.160613138888889
662,Restaurante El Rincon Maya,209,4.0,Valencia 183 Barcelona,Barcelona,41.38899635,2.158081724422191
663,Eva & Olga of Evohé Barcelona,92,5.0, Cataluña Barcelona,Barcelona,41.3828939,2.1774322
664,El Foro,1110,4.0,Carrer de La Princesa 53 Barcelona,Barcelona,41.3869732,2.1822156
665,Deja Burg,211,4.5,Corcega 216 Barcelona,Barcelona,41.4781286,2.1309929
666,Arenal Restaurant,719,3.5,Passeig Maritim La Barceloneta s n Barcelona,Barcelona,41.3773259,2.1912205
667,El Rey de la Gamba-2,1842,3.5,Paseo Joan Borbo 46 48  Barcelona,Barcelona,,
668,La Bodegueta,828,4.0,Rambla de Catalunya 100  Barcelona,Barcelona,41.3935425,2.1603166
669,Oishii Ramen Street,276,4.0,Ronda Sant Pere 26 Barcelona,Barcelona,41.3893629,2.1742429
670,GatBlau Restaurant,302,4.5,Carrer  Comte Borrell 122  Barcelona,Barcelona,41.6059297,2.6292596
671,Opium Barcelona,860,3.5,Paseo Maritimo de la Barceloneta 34 Barcelona,Barcelona,,
672,CDLC Barcelona,1085,4.0,Passeig Maritim 32  Barcelona,Barcelona,41.2313239,1.7977625
673,Yatai,246,4.0,Comte D urgell 112  Barcelona,Barcelona,41.3883161,2.1502389
674,Surya Pau Claris,663,4.0,Carrer Pau Claris 92  Barcelona,Barcelona,41.9137074,2.2301625
675,Restaurante Bodega Sepulveda,406,4.0,Sepulveda 173 Barcelona,Barcelona,41.3833492,2.1624799
676,Moments,718,4.5,Passeig de Gràcia Barcelona,Barcelona,41.3899486,2.1679219
677,Soda Bus,263,4.5,Carrer d Aribau 150 Barcelona,Barcelona,41.392169800000005,2.154843077579587
678,Rasoi,324,4.5,Carrer  Londres 63  Barcelona,Barcelona,41.5965593,2.2792652
679,99 Sushi Bar - Barcelona,168,4.0,Carrer del Tenor Viñas 4 Barcelona,Barcelona,41.39463015,2.142232281993434
680,Morelia restaurant,523,4.0,Plaza comercial 7 Barcelona,Barcelona,41.3858984,2.1690931
681,Lab Restaurant,278,5.0,Carrer de Rossend Arús 12  Barcelona,Barcelona,41.37317185,2.1373404637428033
682,Taquerías Tamarindo,425,4.0,Carrer de Aragó 236  Barcelona,Barcelona,41.380323,2.1343263
683,Bar Calders,348,4.0,Carrer  Parlament 25  Barcelona,Barcelona,41.3764788,2.1623937
684,König Barcelona Born,350,4.0,Carrer de la Fusina 3 Barcelona,Barcelona,41.386227,2.1828611
685,Salitre Barcelona,107,4.5,Carrer de Llull 169 Barcelona,Barcelona,41.4004111,2.2012133
686,La Taberna del Cobre,728,4.0,Carrer  Argenteria 53 Barcelona,Barcelona,41.3837426,2.1798383
687,Restaurant Cal Boter,543,4.0,Carrer Tordera 62 Barcelona,Barcelona,41.5917792,2.57999
688,Terra d'Escudella,278,4.0,Premia 20 baixos Barcelona,Barcelona,,
689,El Pebrot i El Petit Cargol,244,4.0,Carrer  ALCOLEA 18  Barcelona,Barcelona,41.378607,2.1355899
690,Tapes Barcelona,234,4.5,Carrer Ample 46  Barcelona,Barcelona,41.3810509,2.1805139
691,Bubo Born,1066,4.0,Caputxes 10 Barcelona,Barcelona,41.383133,2.1818401
692,Gandhi Restaurant,339,3.5,Carrer Balmes 21  Barcelona,Barcelona,41.5335616,2.1841893
693,Kubik,751,3.0,Las Ramblas 45 Barcelona,Barcelona,24.8328271,-107.4338551
694,Gaudim,1121,4.5,Carrer Aragó 231 Barcelona,Barcelona,41.5239718,2.2380047
695,Bo de B,769,4.5,Carrer  Fusteria 14 cantonada Merce  Barcelona,Barcelona,,
696,MEXCLA Tapas y Cocteleria Mexicana,324,4.0,Carrer de Ramon y Cajal 35  Barcelona,Barcelona,41.7081816,2.7257815
697,La Trini,366,4.0,Carrer  Verdi 30 Barcelona,Barcelona,41.4517803,2.2192977
698,Bun Bo Raval,391,4.0,Carrer  Sagristans 3 Barcelona,Barcelona,41.3850619,2.1750203
699,Petritxol Cafe,702,4.5,Carrer  Petritxol 11 Barcelona,Barcelona,41.3828951,2.1728035
700,Pan & Oli,206,4.5,Galileu 30  Barcelona,Barcelona,41.3755137,2.135837
701,LeccaBaffi,378,4.5,Valencia 341  Barcelona,Barcelona,41.3977889,2.1698372
702,El Filete Ruso,585,4.0,Carrer  Enric Granados 95 Barcelona,Barcelona,41.5327952,2.0728404
703,Pudding Barcelona,278,3.5,Avda Diagonal 515 Barcelona,Barcelona,41.38722888210526,2.12476962
704,Caravelle,829,4.5,Pintor Fortuny 31  Barcelona,Barcelona,41.3822872,2.1688475
705,Zarautz Taberna Vasca,820,4.5,Carrer  Elisi 13 Barcelona,Barcelona,41.3780165,2.1433079
706,VULCANUS Pizza,256,4.5,Carrer  Entença 64  Barcelona,Barcelona,41.37817735350678,2.152847749553712
707,La Fitora,446,3.0,Moll de Gregal 18   19 Barcelona,Barcelona,41.3879376,2.2011909
708,Baluard Barceloneta,354,4.5,Carrer de Provença 279 Barcelona,Barcelona,41.3961997,2.1632579
709,Tomasso - New York Pizza,320,4.5,Carrer de Londres 93  Barcelona,Barcelona,41.39315115,2.150033830757776
710,Hungaryto,411,4.5,Arago 353 Barcelona,Barcelona,41.3974032,2.17152881
711,Pizzería Bar Ottantotto,276,5.0,Passatge d Utset 2 Barcelona,Barcelona,41.4048073,2.1772978
712,Rio Dragon,170,4.5,Carrer de l oblit 3 Barcelona,Barcelona,41.4204992,2.179397
713,Oma Bistro,394,4.5,Carrer Del Consell de Cent 227 Barcelona,Barcelona,41.3855902,2.1581806
714,Aguaribay,296,4.5,Carrer del Taulat 95  Barcelona,Barcelona,41.3991494,2.2051653
715,La Plassohla,849,4.5,Via Laetana 49 Barcelona,Barcelona,,
716,La Cua Curta,222,4.0,Carrer de la Carassa s n Barcelona,Barcelona,41.384484,2.1802278
717,Catalunya Restaurante,1270,4.5,Carrer  Avinyo 42  Barcelona,Barcelona,41.8254821,1.8956757
718,La Vespa Burger Bar,366,4.0,Torrent de l Olla 99  Barcelona,Barcelona,41.402014,2.1572605
719,Restaurante Feroz,448,3.5,Carrer Tuset 27 Barcelona,Barcelona,41.396527,2.1508741
720,La pizza del Sortidor,257,4.5,Blasco de Garay 46  Barcelona,Barcelona,41.3726303,2.1624193
721,Txokoa Barcelona,165,4.0,Carrer de Déu i Mata 146 Barcelona,Barcelona,41.3894333,2.137465
722,Somodo,389,4.5,Carrer de Ros de Olano 11  Barcelona,Barcelona,41.4008528,2.1543719
723,La  Nueva  Marquesa,381,4.5,Carrer Pintor Tapiro 10 Barcelona,Barcelona,41.3778296,2.1186223
724,Taverna hofmann,431,4.5,Carrer de Girona 145 Barcelona,Barcelona,41.3985973,2.1659559
725,TocaTeca,411,4.5,Carrer  Garcilaso 172 Barcelona,Barcelona,41.4235839,2.1809578
726,Pasa Tapas,546,4.5,Carrer  Doctor Aiguader 6  8 Barcelona,Barcelona,41.382275,2.1871782
727,La Bodega,320,4.0,Plaça de Molina 2 Barcelona,Barcelona,41.400712,2.147246607038559
728,Braseria El Glop,554,4.0,Casp 21 Barcelona,Barcelona,41.3894471,2.1706178
729,Taller de Tapas - Josep Oriol,1777,4.0,Plaza Sant Josep Oriol 9  Barcelona,Barcelona,,
730,Obama,742,4.0,Gran Via de les Corts Catalanes 603 Barcelona,Barcelona,41.3888546,2.1670577
731,Krampus,244,4.0,Saragossa 89 Barcelona,Barcelona,41.4034137,2.1470272
732,El All i Oli,204,3.5,Carrer  Alella 3  Barcelona,Barcelona,41.4313776,2.181235
733,Gelatomania Barcelona,81,4.5,Avenida de Mistral 64 Barcelona,Barcelona,,
734,Ovante,202,4.5,Passeig de Fabra I Puig 95 Barcelona,Barcelona,41.430078,2.1827073
735,Timesburg Poblenou,632,4.0,Carrer  Pujades 168  Barcelona,Barcelona,41.5043137,1.8092083
736,Gelateria Gocce di Latte,404,4.5,Pla de Palau  Barcelona,Barcelona,41.6348507,2.1715936
737,Cremeria Toscana,205,4.5,Carrer Muntaner 161 Barcelona,Barcelona,41.3913933,2.1527912
738,THAI THAI BCN,338,4.0,Carrer  VILLARROEL 68 Barcelona,Barcelona,41.3837626,2.1588913
739,Ándele Santa Fe,318,4.5,Santa Fe Nou Mèxic 6 Barcelona,Barcelona,41.3943909,2.1376077
740,Casa Dario,268,4.0,Consell de Cent 256 Barcelona,Barcelona,41.3915392,2.1655104
741,Volta al Món,554,4.5,Carrer  Muntaner 51 Barcelona,Barcelona,41.38601950740741,2.1600239370370375
742,Forn Mistral,211,4.5,Ronda Sant Antoni 96 Barcelona,Barcelona,41.3846066,2.164251561328208
743,La Cala Barceloneta,149,5.0,Carrer de l Escar 18 Barcelona,Barcelona,41.3758337,2.187698
744,Kobuta Ramen i més,113,4.5,Carrer de Súria 6  Barcelona,Barcelona,41.3698057,2.1332507
745,Nobu Barcelona,70,4.0,Avinguda de Roma 2 4  Barcelona,Barcelona,41.37965105,2.1424977824223594
746,Sartoria Panatieri Gràcia,206,4.5,Carrer de l Encarnació 51  Barcelona,Barcelona,41.4103874,2.1664406
747,Bravo,608,3.5,Placa de la Rosa del Vents 1 Barcelona,Barcelona,41.3686047,2.187903
748,La Vermuterie,263,4.0,Carrer  Muntaner 212  Barcelona,Barcelona,41.3933584,2.1502403
749,Bilbao Restaurante,359,4.0,Carrer Perill 33  Barcelona,Barcelona,41.3998038,2.1620293
750,Xup Xup Restaurant,877,4.0,Paseo Marítimo de la Barceloneta S N Barcelona,Barcelona,,
751,Restaurante Somorrostro,1272,4.0,Carrer de Sant Carles 11 Barcelona,Barcelona,41.3791628,2.1890426
752,Carlota Restaurant,281,4.0,Carrer  París 168 Barcelona,Barcelona,41.4801134,2.0270367
753,La Taberna Griega,231,3.5,Torrent De L olla 123 Barcelona,Barcelona,41.4066828,2.1518689
754,La Adelita Botanero,237,4.5,Carrer de Muntaner 100  Barcelona,Barcelona,41.388572,2.156868
755,La Vinateria del Call,882,4.5,Carrer  Salomó Ben Adret 9  Barcelona,Barcelona,41.3827003,2.1756639
756,Kurz & Gut,566,3.0,Moll d Espanya 5 Barcelona,Barcelona,41.3749029,2.1820279
757,El Jardi de L'apat,257,3.0,Albert Llanas 2 Barcelona,Barcelona,41.4148462,2.159356
758,Restaurante Vivanda,419,4.0,Major de Sarria 134 Barcelona,Barcelona,41.4028181,2.1183757
759,Kyoka,311,4.0,Via Augusta 268 Barcelona,Barcelona,41.3979693,2.1315017
760,VENUS Delicatessen Barcelona,552,4.0,Carrer Avinyo 25  Barcelona,Barcelona,41.8254821,1.8956757
761,Blau BCN,256,4.0,Carrer  Londres 89 Barcelona,Barcelona,41.5965593,2.2792652
762,Restaurante El Reloj,404,4.0,Vía Laietana 40 Barcelona,Barcelona,41.3859602,2.1762822
763,Galeria Cosmo,421,4.0,Enric Granados 3 Barcelona,Barcelona,41.3874881,2.1626711
764,Restaurante China Crown Barcelona,51,4.5,Carrer  Casp 48  Barcelona,Barcelona,41.39076485,2.1731903812273305
765,Croq & Roll,227,4.5,Travessera de Gràcia 233 Barcelona,Barcelona,41.403814,2.1616022
766,El Tap,286,4.5,08029  Barcelona,Barcelona,41.386759608797945,2.146154437883944
767,Quinoa Bar Vegetarià,447,4.5,Travessera de Gràcia 203 Barcelona,Barcelona,41.402733,2.1599817
768,El Desvan,188,4.5,Gran Via de les Corts Catalanes 453 Barcelona,Barcelona,41.3791521,2.1541608
769,El Casal,986,4.5,Placa Victor Balaguer 5  Barcelona,Barcelona,41.46621505,2.036600908880597
770,Garage Beer Co,378,4.5,Carrer De Consell De Cent 261 Barcelona,Barcelona,41.5393725,2.2716073
771,La Strada Pizza Barcelona,110,4.5,Vila y Vila Num 48  Barcelona,Barcelona,,
772,La Cereria,285,4.5,Baixada de Sant Miquel 3 Barcelona,Barcelona,41.3815426,2.1767152
773,Pastisseria Lis Barcelona - Pere Camps,13,4.5,Carrer de La Riera Alta 19 Barcelona,Barcelona,41.38036285,2.1664724152070205
774,Ekubo',128,4.5,Comte d Urgell 108 Barcelona,Barcelona,41.3883161,2.1502389
775,Kynoto Sushi Bar,224,4.5,Carrer  Correu Vell 8   Barcelona,Barcelona,41.3815548,2.1797645
776,Bar Lafuente,178,4.0,Gran Via De Les Corts Catalanes 931  Barcelona,Barcelona,41.4099105,2.1946527
777,Mishima Sushi Bar,190,4.0,Carrer Dr fleming 25 Barcelona,Barcelona,42.0115374,1.8438965
778,Takenori Mito Daruma,156,4.5,Carrer  Villarroel 237  Barcelona,Barcelona,41.39097556517836,2.1487665047300153
779,Artespañol Paella & Tapas,1139,4.0,Carrer  Provenca 271  Barcelona,Barcelona,41.5294834,2.0683511
780,Viena Ronda Sant Pere,376,4.0,Ronda de Sant Pere 11 Barcelona,Barcelona,41.3886294,2.1714279
781,Pizzeria Da Nanni BORN,279,4.5,Carrer del Rec 30  Barcelona,Barcelona,41.3852946,2.1827028
782,Restaurante Mi Rincon,198,4.5,Avenida Diagonal 303  Barcelona,Barcelona,41.39016876421052,2.13601834
783,La Penela,114,4.5,Carrer de a Pau Claris 97 Barcelona,Barcelona,,
784,Roast Club Specialty Coffee Roasters,348,5.0,Carrer Valencia 190  Barcelona,Barcelona,41.6051452,2.3006586
785,Mustà Shawarma,113,4.5,Mozart 4  Barcelona,Barcelona,41.4950051,2.1798394
786,The Ranch Smokehouse,174,4.5,Ronda Universitat 20  Barcelona,Barcelona,41.3867942,2.167712
787,Madame,262,4.5,Robador 22 Barcelona,Barcelona,41.3792938,2.1708328
788,Restaurante Tram Tram,233,4.5,Major de Sarrià 121  Barcelona,Barcelona,41.4007397,2.1205419
789,"Pizzeria Focacceria Toscana ""Pizza al Taglio""",570,4.5,Carrer  Ferran 41  Barcelona,Barcelona,41.3818471,2.1759565
790,Pla Restaurant,1449,4.5,Carrer  Bellafila 5 Barcelona,Barcelona,41.38227,2.1785761
791,A33 Pizzeria,114,5.0,Carrer de Manso 22  Barcelona,Barcelona,41.3785363,2.1631981
792,El Cocinero de Damasco,137,4.5,Templers 2 corner with Palau Barcelona,Barcelona,,
